loannumber,dateapproved,sbaofficecode,processingmethod,borrowername,borroweraddress,borrowercity,borrowerstate,borrowerzip,loanstatusdate,loanstatus,term,sbaguarantypercentage,initialapprovalamount,currentapprovalamount,undisbursedamount,franchisename,servicinglenderlocationid,servicinglendername,servicinglenderaddress,servicinglendercity,servicinglenderstate,servicinglenderzip,ruralurbanindicator,hubzoneindicator,lmiindicator,businessagedescription,projectcity,projectcountyname,projectstate,projectzip,cd,jobsreported,naicscode,race,ethnicity,utilities_proceed,payroll_proceed,mortgage_interest_proceed,rent_proceed,refinance_eidl_proceed,health_care_proceed,debt_interest_proceed,businesstype,originatinglenderlocationid,originatinglender,originatinglendercity,originatinglenderstate,gender,veteran,nonprofit,forgivenessamount,forgivenessdate
6016977103,04/14/2020,0593,PPP,HIGH FIVE SALON INC,1818 RACE STREET,CINCINNATI,OH,45202,02/19/2021,Paid in Full,24,100,125717.5,125717.5,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,Y,Y,Existing or more than 2 years old,CINCINNATI,HAMILTON,OH,45202-0001,OH-01,30,812112,Unanswered,Not Hispanic or Latino,,125717.5,,,,,,Limited  Liability Company(LLC),58036,Fifth Third Bank,CINCINNATI,OH,Male Owned,Unanswered,,126691.81,01/26/2021
1170148702,03/26/2021,0593,PPS,FOILL INC.,201 E North St,Waverly,OH,45690-1149,11/17/2021,Paid in Full,60,100,125712,125712,0,,58576,The First National Bank of Waverly,107 N Market St,WAVERLY,OH,45690-1316,R,Y,N,Existing or more than 2 years old,Waverly,PIKE,OH,45690-1149,OH-02,4,423320,White,Not Hispanic or Latino,1,125710,,,,,,Corporation,58576,The First National Bank of Waverly,WAVERLY,OH,Male Owned,Non-Veteran,,126424.94,10/27/2021
7974577001,04/08/2020,0593,PPP,FOILL INC,201 E NORTH ST,WAVERLY,OH,45690-1149,04/24/2021,Paid in Full,24,100,125712,125712,0,,58576,The First National Bank of Waverly,107 N Market St,WAVERLY,OH,45690-1316,R,Y,N,Existing or more than 2 years old,WAVERLY,PIKE,OH,45690-1149,OH-02,13,236220,White,Not Hispanic or Latino,1112,114600,10000,,,,,Corporation,58576,The First National Bank of Waverly,WAVERLY,OH,Male Owned,Non-Veteran,,126769.36,02/17/2021
8859257205,04/28/2020,0593,PPP,"CRAIG C. CALLEN, DDS",552 SOUTH TRIMBLE ROAD,MANSFIELD,OH,44906,08/20/2021,Paid in Full,24,100,133934,125707,0,,57912,The Park National Bank,50 N Third St,NEWARK,OH,43055-5523,R,N,N,Existing or more than 2 years old,MANSFIELD,RICHLAND,OH,44906-3418,OH-04,14,621210,Unanswered,Unknown/NotStated,3400,100451,,13250,,,8606,Limited  Liability Company(LLC),57912,The Park National Bank,NEWARK,OH,Unanswered,Unanswered,,127208.6,07/15/2021
1105737307,04/28/2020,0549,PPP,TOP DOG ENTERPRISES LLC,14411 FOLTZ PKWY,STRONGSVILLE,OH,44149-4716,08/20/2021,Paid in Full,24,100,125700,125700,0,,53390,The Farmers National Bank of Canfield,20 S Broad St,Canfield,OH,44406-1401,U,N,N,Existing or more than 2 years old,STRONGSVILLE,CUYAHOGA,OH,44149-4716,OH-07,25,115210,Unanswered,Not Hispanic or Latino,,125700,,,,,,Corporation,57452,"Cortland Bank, A Division of The Farmers National Bank of Canfield",Cortland,OH,Female Owned,Non-Veteran,,126831.3,03/26/2021
1280937403,05/04/2020,0549,PPP,"PRECISION CONVEYOR TECHNOLOGIES, INC.",3785 Lane Rd. Ext.,Perry,OH,44081-9549,05/08/2021,Paid in Full,24,100,125665,125700,0,,188113,Growth Capital Corp.,1360 East Ninth Street Suite 950,Cleveland,OH,44114,U,N,N,Existing or more than 2 years old,Perry,LAKE,OH,44081-9549,OH-14,12,333922,Unanswered,Unknown/NotStated,,125700,,,,,,Corporation,503189,Growth Capital Corporation,Cleveland,OH,Male Owned,Unanswered,,126632.27,02/19/2021
1561717305,04/28/2020,0593,PPP,NRG RESTORATION LTD,829 Bethel Rd 247,Columbus,OH,43214,09/14/2021,Paid in Full,24,100,125700,125700,0,,57811,First Financial Bank,255 E Fifth St Ste 700,CINCINNATI,OH,45202-4700,U,N,N,Existing or more than 2 years old,Columbus,FRANKLIN,OH,43214-0001,OH-03,31,238390,Unanswered,Unknown/NotStated,,125700,,,,,,Limited  Liability Company(LLC),57811,First Financial Bank,CINCINNATI,OH,Unanswered,Unanswered,,127291.05,08/12/2021
2254137204,04/15/2020,0549,PPP,THE FARMER'S RAIL LLC,1572 N CLEVELAND MASSILLON RD,AKRON,OH,44333-1865,07/14/2021,Paid in Full,24,100,167307,125700,0,,60275,First National Bank of Pennsylvania,166 Main St,GREENVILLE,PA,16125-2146,U,N,N,Existing or more than 2 years old,AKRON,SUMMIT,OH,44333-1865,OH-13,28,111998,Unanswered,Unknown/NotStated,,125700,,,,,,Limited  Liability Company(LLC),60275,First National Bank of Pennsylvania,GREENVILLE,PA,Male Owned,Unanswered,,127173.48,06/24/2021
2761297309,04/29/2020,0549,PPP,"GLOBAL HEALTHCARE SERVICES, INC.",1259 SMITH CT,ROCKY RIVER,OH,44116-1519,04/21/2021,Paid in Full,24,100,125700,125700,0,,58322,Civista Bank,100 E Water St,SANDUSKY,OH,44870-2524,U,N,N,Existing or more than 2 years old,ROCKY RIVER,CUYAHOGA,OH,44116-1519,OH-07,7,561311,Unanswered,Unknown/NotStated,1300,112600,,10500,1300,,,Corporation,58322,Civista Bank,SANDUSKY,OH,Unanswered,Unanswered,,126873.2,04/01/2021
3458477110,04/11/2020,0549,PPP,VITALE ASPHALT MAINTENANCE,16945 Munn Rd,CHAGRIN FALLS,OH,44023-5410,02/24/2021,Paid in Full,24,100,125700,125700,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,R,N,N,Existing or more than 2 years old,CHAGRIN FALLS,GEAUGA,OH,44023-5410,OH-14,15,238990,Unanswered,Unknown/NotStated,,125700,,,,,,Subchapter S Corporation,56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,126595.4,01/07/2021
4537417106,04/13/2020,0549,PPP,GLHG MAYFIELD HOLDINGS LLC,780 BETA DR,CLEVELAND,OH,44143-2328,01/21/2021,Paid in Full,24,100,125700,125700,0,Holiday Inn,60009,First Commonwealth Bank,600 Philadelphia St,INDIANA,PA,15701-3904,U,N,N,New Business or 2 years or less,CLEVELAND,CUYAHOGA,OH,44143-2328,OH-11,15,721110,Asian,Not Hispanic or Latino,125700,,,,,,,Limited  Liability Company(LLC),60009,First Commonwealth Bank,INDIANA,PA,Male Owned,Unanswered,,126516.19,12/15/2020
7130257010,04/07/2020,0593,PPP,SECOND HDC LLC,825 WILKENS BLVD,MASON,OH,45040,04/20/2021,Paid in Full,24,100,125700,125700,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,Y,N,New Business or 2 years or less,MASON,WARREN,OH,45040-0001,OH-01,20,999990,Unanswered,Not Hispanic or Latino,,125700,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,126736.59,02/17/2021
