loannumber,dateapproved,sbaofficecode,processingmethod,borrowername,borroweraddress,borrowercity,borrowerstate,borrowerzip,loanstatusdate,loanstatus,term,sbaguarantypercentage,initialapprovalamount,currentapprovalamount,undisbursedamount,franchisename,servicinglenderlocationid,servicinglendername,servicinglenderaddress,servicinglendercity,servicinglenderstate,servicinglenderzip,ruralurbanindicator,hubzoneindicator,lmiindicator,businessagedescription,projectcity,projectcountyname,projectstate,projectzip,cd,jobsreported,naicscode,race,ethnicity,utilities_proceed,payroll_proceed,mortgage_interest_proceed,rent_proceed,refinance_eidl_proceed,health_care_proceed,debt_interest_proceed,businesstype,originatinglenderlocationid,originatinglender,originatinglendercity,originatinglenderstate,gender,veteran,nonprofit,forgivenessamount,forgivenessdate
7873028400,02/12/2021,1086,PPS,BB TAX & ACCOUNTING LLC,14819 SE 82nd Dr,Clackamas,OR,97015-7611,10/21/2021,Paid in Full,60,100,42690,42690,0,,103770,OnPoint Community Credit Union,2701 NW Vaughn St,Portland,OR,97210,U,Y,Y,Existing or more than 2 years old,Clackamas,CLACKAMAS,OR,97015-7611,OR-05,6,541211,Unanswered,Unknown/NotStated,,42690,,,,,,Limited  Liability Company(LLC),103770,OnPoint Community Credit Union,Portland,OR,Unanswered,Non-Veteran,,42923.92,09/01/2021
9964408401,02/18/2021,1086,PPP,KAIROS FARMS LLC,1025 McDonough Rd,Gold Hill,OR,97525-9626,05/12/2022,Paid in Full,60,100,42690,42690,0,,107757,TwinStar Credit Union,4501 Intelco Loop SE,Lacey,WA,98503-5941,U,N,N,Existing or more than 2 years old,Gold Hill,JACKSON,OR,97525-9626,OR-02,7,111419,Unanswered,Unknown/NotStated,1,42687,,,,,,Limited  Liability Company(LLC),103851,"Northwest Community CU, A Division of TwinStar Credit Union",Eugene,OR,Unanswered,Unanswered,,43184.74,04/25/2022
1130037202,04/15/2020,1086,PPP,RCM CLASSIC CAR REPAIR LLC,1270 ORT LANE UNIT E,MERLIN,OR,97532,02/04/2021,Paid in Full,24,100,42684,42684,0,,103700,Rogue CU,1370 Center Dr,MEDFORD,OR,97501-7941,R,Y,N,Existing or more than 2 years old,MERLIN,JOSEPHINE,OR,97532-0001,OR-02,3,811111,Unanswered,Unknown/NotStated,,42684,,,,,,Limited  Liability Company(LLC),103700,Rogue CU,MEDFORD,OR,Unanswered,Unanswered,,42986.88,01/07/2021
5067348507,02/27/2021,1086,PPS,HI GOURMET GROUP INC,8435 SE Division St,Portland,OR,97266-1550,02/16/2022,Paid in Full,60,100,42682,42682,0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,Y,Existing or more than 2 years old,Portland,MULTNOMAH,OR,97266-1550,OR-03,8,722511,Unanswered,Unknown/NotStated,1,42678,,,,,,Corporation,12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Unanswered,Unanswered,,43066.72,01/26/2022
9046438400,02/14/2021,1086,PPS,PURA VIDA FOOD SOURCE LLC,2900 NW Vine St Ste C,Grants Pass,OR,97526-8411,04/19/2022,Paid in Full,60,100,42681,42681,0,,78418,Washington Federal Bank d/b/a WaFd Bank,425 Pike St,SEATTLE,WA,98101-3902,R,Y,N,Existing or more than 2 years old,Grants Pass,JOSEPHINE,OR,97526-8411,OR-02,4,722320,Unanswered,Unknown/NotStated,,42680,,,,,,Limited  Liability Company(LLC),78418,Washington Federal Bank d/b/a WaFd Bank,SEATTLE,WA,Unanswered,Unanswered,,43156.42,03/28/2022
6628498403,02/10/2021,1087,PPS,ZACH BEAN,210 S 12th St,La Grande,OR,97850-3343,07/15/2024,Paid in Full,39,100,42677,42677,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,R,N,N,Existing or more than 2 years old,La Grande,UNION,OR,97850-3343,OR-02,7,236118,Unanswered,Unknown/NotStated,,42674,,,,,,Sole Proprietorship,53803,"U.S. Bank, National Association",CINCINNATI,OH,Unanswered,Unanswered,,388.51,07/16/2024
6452007308,04/30/2020,1086,PPP,SILVERTON SPECIALISTS LLC,408 WELCH ST,SILVERTON,OR,97381-1934,08/18/2021,Paid in Full,24,100,42672,42672,0,,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,N,N,Unanswered,SILVERTON,MARION,OR,97381-1934,OR-05,5,524114,Unanswered,Unknown/NotStated,,42672,,,,,,Partnership,456756,Cross River Bank,TEANECK,NJ,Unanswered,Unanswered,,43172.37,07/09/2021
3931257807,05/27/2020,1086,PPP,"PATH MINISTRIES, INTERNATIONAL",500 SW BOND ST SUITE 106,BEND,OR,97702-1219,04/22/2021,Paid in Full,24,100,42670,42670,0,,103770,OnPoint Community Credit Union,2701 NW Vaughn St,Portland,OR,97210,U,Y,Y,Existing or more than 2 years old,BEND,DESCHUTES,OR,97702-1219,OR-02,6,813110,Unanswered,Unknown/NotStated,,42670,,,,,,Non-Profit Organization,103770,OnPoint Community Credit Union,Portland,OR,Unanswered,Unanswered,Y,43003.18,03/10/2021
3762138604,03/17/2021,1086,PPS,HYDROTEM ENTERPRISES LLC,138 S Hazel Dell Way Ste 112,Canby,OR,97013-7843,02/16/2023,Paid in Full,60,100,42662,42662,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,Y,Existing or more than 2 years old,Canby,CLACKAMAS,OR,97013-7843,OR-05,3,423830,White,Not Hispanic or Latino,1,42660,,,,,,Limited  Liability Company(LLC),56102,KeyBank National Association,CLEVELAND,OH,Male Owned,Non-Veteran,,43418.23,01/06/2023
6421728403,02/10/2021,1087,PPS,THOMAS D. MILLER CHIROPRACTIC LLC,1502 N Pine St Ste 1,La Grande,OR,97850-3543,07/15/2021,Paid in Full,60,100,42662,42662,0,,79430,Banner Bank,10 S First Ave,WALLA WALLA,WA,99362-1942,R,N,N,Existing or more than 2 years old,La Grande,UNION,OR,97850-3543,OR-02,6,621310,Unanswered,Unknown/NotStated,,42661,,,,,,Limited  Liability Company(LLC),79430,Banner Bank,WALLA WALLA,WA,Unanswered,Unanswered,,42805.77,06/15/2021
3609447807,05/26/2020,1086,PPP,"TRAUMA INTERVENTION PROGRAM OF PORTLAND VANCOUVER, INC.",4800 NE 122nd Avenue,PORTLAND,OR,97230-1001,06/17/2021,Paid in Full,24,100,42657,42657,0,,444912,Lewis & Clark Bank,15960 S. Agnes Ave,Oregon City,OR,97045,U,Y,Y,Existing or more than 2 years old,PORTLAND,MULTNOMAH,OR,97230-1001,OR-03,5,624190,Unanswered,Unknown/NotStated,2900,39757,,,,,,Non-Profit Organization,444912,Lewis & Clark Bank,Oregon City,OR,Unanswered,Unanswered,Y,43048.51,05/06/2021
8852567310,05/01/2020,1086,PPP,"STRAUB LANDSCAPE, LLC",6320 RESERVOIR AVE SW,CORVALLIS,OR,97333,02/25/2021,Paid in Full,24,100,42657,42657,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,CORVALLIS,BENTON,OR,97333-0001,OR-04,6,561730,White,Not Hispanic or Latino,,42657,,,,,,Limited  Liability Company(LLC),53803,"U.S. Bank, National Association",CINCINNATI,OH,Male Owned,Non-Veteran,,42948.49,01/08/2021
9269708406,02/16/2021,1086,PPS,BROADWAY FURNITURE INC,11875 SW Pacific Hwy,Tigard,OR,97223-8422,07/09/2022,Paid in Full,60,100,42657,42657,0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,N,Existing or more than 2 years old,Tigard,WASHINGTON,OR,97223-8422,OR-06,8,442110,White,Not Hispanic or Latino,1,42654,,,,,,Corporation,12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Male Owned,Non-Veteran,,43227.32,06/22/2022
