loannumber,dateapproved,sbaofficecode,processingmethod,borrowername,borroweraddress,borrowercity,borrowerstate,borrowerzip,loanstatusdate,loanstatus,term,sbaguarantypercentage,initialapprovalamount,currentapprovalamount,undisbursedamount,franchisename,servicinglenderlocationid,servicinglendername,servicinglenderaddress,servicinglendercity,servicinglenderstate,servicinglenderzip,ruralurbanindicator,hubzoneindicator,lmiindicator,businessagedescription,projectcity,projectcountyname,projectstate,projectzip,cd,jobsreported,naicscode,race,ethnicity,utilities_proceed,payroll_proceed,mortgage_interest_proceed,rent_proceed,refinance_eidl_proceed,health_care_proceed,debt_interest_proceed,businesstype,originatinglenderlocationid,originatinglender,originatinglendercity,originatinglenderstate,gender,veteran,nonprofit,forgivenessamount,forgivenessdate
4541698402,02/06/2021,0593,PPS,CALMEGO SPECIALIZED PRODUCTS LLC,1569 Martindale Rd,Greenville,OH,45331-9696,09/18/2021,Paid in Full,60,100,27500,27500,0,,57912,The Park National Bank,50 N Third St,NEWARK,OH,43055-5523,R,Y,Y,Existing or more than 2 years old,Greenville,DARKE,OH,45331-9696,OH-08,5,333511,White,Not Hispanic or Latino,,27500,,,,,,Limited  Liability Company(LLC),57912,The Park National Bank,NEWARK,OH,Male Owned,Non-Veteran,,27632.6,08/13/2021
4566717003,04/03/2020,0549,PPP,"IN MOTION DANCE STUDIO, INC.",42 ASHWOOD RD,TIFFIN,OH,44883-1908,01/07/2021,Paid in Full,24,100,27500,27500,0,,53273,Sutton Bank,1 S Main St,ATTICA,OH,44807-9803,R,N,N,Existing or more than 2 years old,TIFFIN,SENECA,OH,44883-1908,OH-05,11,541990,Unanswered,Not Hispanic or Latino,1000,24000,,2500,,,,Subchapter S Corporation,53273,Sutton Bank,ATTICA,OH,Female Owned,Non-Veteran,,27692.12,12/22/2020
4567138908,04/29/2021,0549,PPP,GTHP SERVICES,14412 Thompson Blvd,Brookpark,OH,44142-2572,11/18/2022,Paid in Full,60,100,27500,27500,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,Brookpark,CUYAHOGA,OH,44142-2572,OH-07,5,561720,Asian,Not Hispanic or Latino,1,27498,,,,,,Limited Liability Partnership,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,27872.95,09/08/2022
4698207103,04/13/2020,0549,PPP,POLY SOURCE,3705 Alesia Kae Dr,BRUNSWICK,OH,44212-5012,08/17/2021,Paid in Full,24,100,27500,27500,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,BRUNSWICK,MEDINA,OH,44212-5012,OH-07,2,325991,White,Not Hispanic or Latino,,27500,,,,,,Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,27798.36,06/01/2021
4705347000,04/04/2020,0593,PPP,BRATFISH AUTO COLLISION REPAIR INC,4780 BLUE ROCK RD,CINCINNATI,OH,45247-3506,06/23/2021,Paid in Full,24,100,27500,27500,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,CINCINNATI,HAMILTON,OH,45247-3506,OH-08,3,811111,White,Not Hispanic or Latino,,27500,,,,,,Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,27793.84,05/25/2021
4780707110,04/13/2020,0593,PPP,H & H RETIREMENT SERVICES,3605 SHAWNEE RD,LIMA,OH,45806-1539,05/08/2021,Paid in Full,24,100,27500,27500,0,,84349,Premier Bank,275 W Federal St,YOUNGSTOWN,OH,44503,U,N,N,Existing or more than 2 years old,LIMA,ALLEN,OH,45806-1539,OH-04,1,523999,Unanswered,Unknown/NotStated,,27500,,,,,,Sole Proprietorship,84349,Premier Bank,YOUNGSTOWN,OH,Unanswered,Unanswered,,27784.17,04/28/2021
4839157106,04/13/2020,0549,PPP,"BLUE LINE DESIGN, INCORPORATED",115 W Aurora Rd,NORTHFIELD,OH,44067-2005,07/20/2021,Paid in Full,24,100,27500,27500,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Unanswered,NORTHFIELD,SUMMIT,OH,44067-2005,OH-13,4,541310,White,Not Hispanic or Latino,,27500,,,,,,Corporation,56102,KeyBank National Association,CLEVELAND,OH,Male Owned,Non-Veteran,,27826.23,07/02/2021
4846067003,04/04/2020,0549,PPP,LEFFLER PAINTING INC,8609 PONTE VEDRA CT,HOLLAND,OH,43528-9257,12/08/2020,Paid in Full,24,100,27500,27500,0,,449988,"Waterford Bank, National Association",3900 N McCord Rd,TOLEDO,OH,43617-1049,U,N,N,Existing or more than 2 years old,HOLLAND,LUCAS,OH,43528-9257,OH-09,6,238320,Unanswered,Unknown/NotStated,,27500,,,,,,Subchapter S Corporation,449988,"Waterford Bank, National Association",TOLEDO,OH,Male Owned,Unanswered,,27665,11/17/2020
4857347108,04/13/2020,0549,PPP,NSM FOODS CORP,220 BOARDMAN CANFIELD RD,Boardman,OH,44512-4805,04/21/2021,Paid in Full,24,100,27500,27500,0,Little Greek Restaurant,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,Boardman,MAHONING,OH,44512-4805,OH-06,8,722511,White,Not Hispanic or Latino,,27500,,,,,,Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Unanswered,,27738.08,03/17/2021
4872847408,05/11/2020,0593,PPP,MJM GROUP,7192 Marylebury Square,New Albany,OH,43054,06/19/2021,Paid in Full,24,100,27500,27500,0,,122043,WebBank,"215 S State St, Ste 1000",SALT LAKE CITY,UT,84111-2336,U,N,N,Existing or more than 2 years old,New Albany,FRANKLIN,OH,43054-0001,OH-03,3,443142,White,Not Hispanic or Latino,,27500,,,,,,Subchapter S Corporation,122043,WebBank,SALT LAKE CITY,UT,Male Owned,Non-Veteran,,27782.64,05/20/2021
5009547209,04/27/2020,0593,PPP,"AMSTUTZ & HEDGES ELECTRIC, INC.",6485 STATE ROUTE 203,RADNOR,OH,43066-9753,05/07/2021,Paid in Full,24,100,27500,27500,0,,57443,The Union Bank Company,105 Progressive Dr.,COLUMBUS GROVE,OH,45830,U,N,N,Existing or more than 2 years old,RADNOR,DELAWARE,OH,43066-0080,OH-04,2,238220,White,Unknown/NotStated,,27500,,,,,,Corporation,57443,The Union Bank Company,COLUMBUS GROVE,OH,Male Owned,Unanswered,,27758.42,04/08/2021
5140068405,02/07/2021,0593,PPS,WOODROW L FOX SR LLC,289 S 3rd St,Columbus,OH,43215-5133,09/28/2021,Paid in Full,60,100,27500,27500,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,Y,N,Existing or more than 2 years old,Columbus,FRANKLIN,OH,43215-5133,OH-15,11,524126,White,Not Hispanic or Latino,1,27498,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Veteran,,27632.6,08/04/2021
5307307009,04/05/2020,0549,PPP,HOLLY K WYNESKI MD LLC,128 E Milltown Rd Ste 205,WOOSTER,OH,44691-1244,04/20/2021,Paid in Full,24,100,27500,27500,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,R,N,N,Existing or more than 2 years old,WOOSTER,WAYNE,OH,44691-1244,OH-07,4,621111,White,Not Hispanic or Latino,,27500,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Female Owned,Non-Veteran,,27753.9,03/25/2021
5313307005,04/05/2020,0593,PPP,CELEBRITY HATS & T-SHIRTS,620 S MAPLE ST,MARYSVILLE,OH,43040-5401,05/22/2021,Paid in Full,24,100,27500,27500,0,,58129,The Richwood Banking Company,24 E Blagrove St,RICHWOOD,OH,43344-1009,R,N,N,Existing or more than 2 years old,MARYSVILLE,UNION,OH,43040-5401,OH-04,4,323113,Unanswered,Unknown/NotStated,,27500,,,,,,Corporation,58129,The Richwood Banking Company,RICHWOOD,OH,Male Owned,Non-Veteran,,27700.41,01/07/2021
5336447102,04/13/2020,0549,PPP,"OSWALD LAIRD CORPORATION, INC",1806 Coventry Rd,CLEVELAND,OH,44118-1611,06/25/2021,Paid in Full,24,100,27500,27500,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,Y,N,Existing or more than 2 years old,CLEVELAND,CUYAHOGA,OH,44118-1611,OH-11,8,448150,Unanswered,Unknown/NotStated,,27500,,,,,,Corporation,56102,KeyBank National Association,CLEVELAND,OH,Female Owned,Non-Veteran,,27787.05,05/14/2021
5376067100,04/13/2020,0593,PPP,SCOTT ALAN WILSON,615 w.plane st.,BETHEL,OH,45106-8355,10/20/2021,Paid in Full,24,100,27500,27500,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,Y,Unanswered,BETHEL,CLERMONT,OH,45106-8355,OH-02,6,811111,Unanswered,Unknown/NotStated,,27500,,,,,,Sole Proprietorship,56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,27888.01,09/27/2021
5377778502,02/27/2021,0549,PPP,ALRACHID LLC,24930 Lorain Rd,North Olmsted,OH,44070,11/13/2021,Paid in Full,60,100,27500,27500,0,,49887,Flagstar Bank National Association,102 Duffy Ave,HICKSVILLE,NY,11801-3630,U,N,N,Existing or more than 2 years old,North Olmsted,CUYAHOGA,OH,44070,OH-09,4,722513,Unanswered,Unknown/NotStated,1,27496,,,,,,Limited  Liability Company(LLC),49887,Flagstar Bank National Association,HICKSVILLE,NY,Unanswered,Unanswered,,27660.42,10/06/2021
5467928307,01/25/2021,0549,PPS,FAITHHOUSE DAYCARE PRESCHOOL LLC,2283 N Ridge Rd E,Lorain,OH,44055-3653,11/02/2021,Paid in Full,60,100,27500,27500,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,Y,Y,Existing or more than 2 years old,Lorain,LORAIN,OH,44055-3653,OH-05,9,624410,Unanswered,Unknown/NotStated,1,27497,,,,,,Limited  Liability Company(LLC),121736,The Huntington National Bank,SIOUX FALLS,SD,Unanswered,Unanswered,,27642.4,08/31/2021
5499728409,02/08/2021,0549,PPS,THOMAS MECHANICAL INC.,628 Davidson Dr,Highland Heights,OH,44143-2050,07/14/2022,Paid in Full,60,100,27500,27500,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,Highland Heights,CUYAHOGA,OH,44143-2050,OH-11,3,238220,Unanswered,Unknown/NotStated,,27500,,,,,,Corporation,121736,The Huntington National Bank,SIOUX FALLS,SD,Male Owned,Unanswered,,27869.18,06/29/2022
5529577102,04/13/2020,0593,PPP,"LUPITA II, LLC",5855 Frantz Road,DUBLIN,OH,43016-4142,05/05/2022,Paid in Full,24,100,27500,27500,0,,57477,The State Bank and Trust Company,401 Clinton Street,DEFIANCE,OH,43512-0467,U,N,N,Existing or more than 2 years old,DUBLIN,FRANKLIN,OH,43016-4142,OH-15,6,722511,White,Hispanic or Latino,,27500,,,,,,Limited  Liability Company(LLC),57477,The State Bank and Trust Company,DEFIANCE,OH,Male Owned,Non-Veteran,,,
5589018303,01/25/2021,0549,PPS,MCIVOR BOWSER3 LLC,12444 Sperry Rd,Chesterland,OH,44026-2602,02/17/2022,Paid in Full,60,100,27500,27500,0,,434162,"Citizens Bank, National Association",1 Citizens Plaza,PROVIDENCE,RI,02903-1344,R,N,N,Existing or more than 2 years old,Chesterland,GEAUGA,OH,44026-2602,OH-14,3,236220,Unanswered,Unknown/NotStated,1,27496,,,,,,Limited  Liability Company(LLC),434162,"Citizens Bank, National Association",PROVIDENCE,RI,Unanswered,Unanswered,,27752.4,01/06/2022
5621467009,04/06/2020,0593,PPP,"FT SUBS, INC.",1067 SR 28,MILFORD,OH,45150,11/17/2021,Paid in Full,24,100,27500,27500,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,MILFORD,CLERMONT,OH,45150-0001,OH-02,8,722511,White,Not Hispanic or Latino,,27500,,,,,,Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Veteran,,27124.39,02/17/2021
